t,T0,T1,P0,P1
2026-01-11 22:47:03,16.1,20.7,15,15
2026-01-11 22:48:03,16.1,20.6,15,15
2026-01-11 22:49:02,16.1,20.6,15,15
2026-01-11 22:50:03,16.1,20.4,15,15
2026-01-11 22:51:03,16.1,20.4,15,15
2026-01-11 22:52:03,16.0,20.3,15,15
2026-01-11 22:53:03,16.0,20.2,15,15
2026-01-11 22:54:02,16.0,20.1,15,15
2026-01-11 22:55:02,21.7,20.1,40,15
2026-01-11 22:56:03,23.2,19.9,40,15
2026-01-11 22:57:03,25.0,19.8,40,15
2026-01-11 22:58:03,27.2,19.8,40,15
2026-01-11 22:59:02,28.6,19.7,40,15
2026-01-11 23:00:02,29.2,19.6,40,15
2026-01-11 23:01:03,29.6,19.6,40,15
2026-01-11 23:02:03,29.8,19.6,40,15
2026-01-11 23:03:03,30.0,19.4,40,15
2026-01-11 23:04:02,30.2,19.4,40,15
2026-01-11 23:05:03,30.3,19.3,40,15
2026-01-11 23:06:03,30.3,19.2,40,15
2026-01-11 23:07:03,30.4,19.2,40,15
2026-01-11 23:08:03,30.4,19.2,40,15
2026-01-11 23:09:02,30.3,19.1,40,15
2026-01-11 23:10:03,30.2,19.1,40,15
2026-01-11 23:11:03,30.3,19.0,40,15
2026-01-11 23:12:03,30.3,18.9,40,15
2026-01-11 23:13:03,30.4,18.9,40,15
2026-01-11 23:14:02,30.4,18.8,40,15
2026-01-11 23:15:03,30.4,18.8,40,15
2026-01-11 23:16:03,30.5,18.8,40,15
2026-01-11 23:17:03,30.5,18.7,40,15
2026-01-11 23:18:03,30.5,18.6,40,15
2026-01-11 23:19:02,30.7,18.6,40,15
2026-01-11 23:20:03,30.4,18.5,15,15
2026-01-11 23:21:03,30.1,18.5,15,15
2026-01-11 23:22:03,29.8,18.5,15,15
2026-01-11 23:23:03,29.5,18.4,15,15
2026-01-11 23:24:02,28.8,18.4,40,15
2026-01-11 23:25:03,28.4,18.3,40,15
2026-01-11 23:26:03,29.4,18.2,40,15
2026-01-11 23:27:03,29.8,18.2,40,15
2026-01-11 23:28:03,30.1,18.1,15,15
2026-01-11 23:29:02,29.9,18.1,15,15
2026-01-11 23:30:03,29.7,18.1,15,15
2026-01-11 23:31:03,29.4,18.0,15,15
2026-01-11 23:32:03,29.1,18.0,15,15
2026-01-11 23:33:03,28.9,17.9,15,15
2026-01-11 23:34:03,28.6,17.9,15,15
2026-01-11 23:35:02,28.3,17.9,15,15
2026-01-11 23:36:03,28.1,17.9,15,15
2026-01-11 23:37:03,27.8,17.8,15,15
2026-01-11 23:38:03,27.6,17.8,15,15
2026-01-11 23:39:03,27.4,17.7,15,15
2026-01-11 23:40:02,27.0,17.6,15,15
2026-01-11 23:41:03,26.9,17.6,15,15
2026-01-11 23:42:03,26.6,17.6,15,15
2026-01-11 23:43:03,26.4,17.6,15,15
2026-01-11 23:44:03,26.2,17.5,15,15
2026-01-11 23:45:02,26.1,17.4,15,15
2026-01-11 23:46:03,25.8,17.4,15,15
2026-01-11 23:47:03,25.6,17.3,15,15
2026-01-11 23:48:03,25.4,17.3,15,15
2026-01-11 23:49:02,25.2,20.6,15,40
2026-01-11 23:50:02,25.0,23.2,15,40
2026-01-11 23:51:03,24.8,27.0,15,40
2026-01-11 23:52:03,24.7,28.7,15,40
2026-01-11 23:53:03,24.5,29.9,15,40
2026-01-11 23:54:02,24.3,30.6,15,40
2026-01-11 23:55:03,24.2,31.1,15,40
2026-01-11 23:56:03,24.1,31.8,15,40
2026-01-11 23:57:03,23.9,32.4,15,40
2026-01-11 23:58:03,23.8,33.2,15,40
2026-01-11 23:59:02,23.6,33.6,15,40
2026-01-12 00:00:03,23.4,31.2,15,40
2026-01-12 00:01:03,23.3,29.0,15,40
2026-01-12 00:02:03,23.2,28.0,15,40
2026-01-12 00:03:02,23.1,27.6,15,40
2026-01-12 00:04:03,22.9,27.2,15,40
2026-01-12 00:05:03,22.8,31.0,15,40
2026-01-12 00:06:03,22.6,31.2,15,40
2026-01-12 00:07:03,22.5,29.2,15,40
2026-01-12 00:08:02,22.4,27.8,15,40
2026-01-12 00:09:03,22.3,27.1,15,40
2026-01-12 00:10:03,22.2,26.6,15,40
2026-01-12 00:11:03,22.1,28.6,15,40
2026-01-12 00:12:03,21.9,31.7,15,40
2026-01-12 00:13:02,21.8,33.3,15,40
2026-01-12 00:14:03,21.8,32.5,15,40
2026-01-12 00:15:03,21.6,29.9,15,40
2026-01-12 00:16:03,21.4,28.1,15,40
2026-01-12 00:17:03,21.3,27.2,15,40
2026-01-12 00:18:03,21.3,26.8,15,40
2026-01-12 00:19:02,21.1,28.4,15,40
2026-01-12 00:20:03,21.1,32.0,15,40
2026-01-12 00:21:03,20.9,31.3,15,40
2026-01-12 00:22:03,20.8,29.1,15,40
2026-01-12 00:23:02,20.8,27.8,15,40
2026-01-12 00:24:02,20.6,27.1,15,40
2026-01-12 00:25:03,20.6,26.5,15,40
2026-01-12 00:26:03,20.5,28.9,15,40
2026-01-12 00:27:03,20.4,32.0,15,40
2026-01-12 00:28:02,20.4,33.1,15,40
2026-01-12 00:29:02,20.2,30.8,15,40
2026-01-12 00:30:03,20.1,28.6,15,40
2026-01-12 00:31:03,20.1,27.5,15,40
2026-01-12 00:32:03,20.0,26.9,15,40
2026-01-12 00:33:02,19.9,26.6,15,40
2026-01-12 00:34:03,19.9,30.7,15,40
2026-01-12 00:35:03,19.8,32.0,15,40
2026-01-12 00:36:03,19.7,29.9,15,40
2026-01-12 00:37:03,19.6,28.2,15,40
2026-01-12 00:38:02,19.6,27.4,15,40
2026-01-12 00:39:03,19.6,26.8,15,40
2026-01-12 00:40:03,19.4,27.2,15,40
2026-01-12 00:41:03,19.4,31.1,15,40
2026-01-12 00:42:03,19.4,32.8,15,40
2026-01-12 00:43:03,19.3,30.8,15,40
2026-01-12 00:44:03,19.2,28.6,15,40
2026-01-12 00:45:03,19.2,27.5,15,40
2026-01-12 00:46:03,19.1,26.9,15,40
2026-01-12 00:47:03,19.1,26.6,15,40
2026-01-12 00:48:03,19.1,30.5,15,40
2026-01-12 00:49:03,18.9,32.1,15,40
2026-01-12 00:50:02,18.9,30.1,15,40
2026-01-12 00:51:03,18.9,28.4,15,40
2026-01-12 00:52:03,18.9,27.4,15,40
2026-01-12 00:53:03,18.8,26.9,15,40
2026-01-12 00:54:03,18.8,27.0,15,40
2026-01-12 00:55:02,18.7,31.0,15,40
2026-01-12 00:56:03,18.6,32.5,15,40
2026-01-12 00:57:03,18.5,30.4,15,40
2026-01-12 00:58:03,18.5,28.4,15,40
2026-01-12 00:59:03,18.4,27.6,15,40
2026-01-12 01:00:02,18.4,26.9,15,40
2026-01-12 01:01:03,18.4,26.7,15,40
2026-01-12 01:02:03,18.3,30.8,15,40
2026-01-12 01:03:03,18.3,31.9,15,40
2026-01-12 01:04:02,18.2,29.8,15,40
2026-01-12 01:05:03,18.2,28.1,15,40
2026-01-12 01:06:03,18.2,27.4,15,40
2026-01-12 01:07:03,18.1,26.8,15,40
2026-01-12 01:08:03,18.1,27.8,15,40
2026-01-12 01:09:02,18.1,31.5,15,40
2026-01-12 01:10:03,18.0,32.1,15,40
2026-01-12 01:11:03,18.0,29.8,15,40
2026-01-12 01:12:03,17.9,28.2,15,40
2026-01-12 01:13:03,17.9,27.4,15,40
2026-01-12 01:14:02,17.9,26.9,15,40
2026-01-12 01:15:03,17.9,27.8,15,40
2026-01-12 01:16:03,17.9,31.6,15,40
2026-01-12 01:17:03,17.8,31.4,15,40
2026-01-12 01:18:03,17.9,29.3,15,40
2026-01-12 01:19:02,17.7,28.0,15,40
2026-01-12 01:20:03,17.8,27.2,15,40
2026-01-12 01:21:03,17.6,26.8,15,40
2026-01-12 01:22:03,17.7,28.9,15,40
2026-01-12 01:23:03,17.6,32.1,15,40
2026-01-12 01:24:02,17.6,31.2,15,40
2026-01-12 01:25:03,17.6,29.1,15,40
2026-01-12 01:26:03,17.5,27.9,15,40
2026-01-12 01:27:03,17.6,27.2,15,40
2026-01-12 01:28:03,17.5,26.7,15,40
2026-01-12 01:29:02,17.4,29.1,15,15
2026-01-12 01:30:03,17.4,30.8,15,15
2026-01-12 01:31:03,17.5,31.1,15,15
2026-01-12 01:32:03,17.4,31.1,15,15
2026-01-12 01:33:03,17.4,30.8,15,15
2026-01-12 01:34:02,17.4,30.5,15,15
2026-01-12 01:35:03,17.4,30.2,15,15
2026-01-12 01:36:03,17.3,29.9,15,15
2026-01-12 01:37:03,17.3,29.8,15,15
2026-01-12 01:38:03,17.2,29.4,15,15
2026-01-12 01:39:02,17.2,29.2,15,15
2026-01-12 01:40:03,17.2,28.9,15,15
2026-01-12 01:41:03,17.2,28.8,15,15
2026-01-12 01:42:03,17.2,28.4,15,15
2026-01-12 01:43:03,17.2,28.2,15,15
2026-01-12 01:44:02,17.2,28.0,15,15
2026-01-12 01:45:03,17.1,27.8,15,15
2026-01-12 01:46:03,17.1,27.5,15,15
2026-01-12 01:47:03,17.1,27.4,15,15
2026-01-12 01:48:03,17.1,27.1,15,15
2026-01-12 01:49:02,17.1,26.9,15,15
2026-01-12 01:50:03,17.1,26.8,15,15
2026-01-12 01:51:03,17.1,26.6,15,15
2026-01-12 01:52:03,17.0,26.4,15,15
2026-01-12 01:53:03,17.0,26.2,15,15
2026-01-12 01:54:02,17.0,26.1,15,15
2026-01-12 01:55:02,16.9,25.9,15,15
2026-01-12 01:56:03,16.9,25.7,15,15
2026-01-12 01:57:03,16.9,25.6,15,15
2026-01-12 01:58:03,16.9,25.4,15,15
2026-01-12 01:59:03,16.9,25.2,15,15
2026-01-12 02:00:02,16.9,25.1,15,15
2026-01-12 02:01:03,16.9,25.0,15,15
2026-01-12 02:02:03,16.8,24.9,15,15
2026-01-12 02:03:03,16.8,24.7,15,15
2026-01-12 02:04:02,16.8,24.6,15,15
2026-01-12 02:05:03,16.8,24.4,15,15
2026-01-12 02:06:03,16.8,24.3,15,15
2026-01-12 02:07:03,16.8,24.2,15,15
2026-01-12 02:08:03,16.8,24.1,15,15
2026-01-12 02:09:02,16.8,23.9,15,15
2026-01-12 02:10:03,16.7,23.8,15,15
2026-01-12 02:11:03,16.7,23.7,15,15
2026-01-12 02:12:03,16.7,23.6,15,15
2026-01-12 02:13:03,16.7,23.5,15,15
2026-01-12 02:14:02,16.7,23.3,15,15
2026-01-12 02:15:03,16.6,23.2,15,15
2026-01-12 02:16:03,16.6,23.1,15,15
2026-01-12 02:17:03,16.6,23.0,15,15
2026-01-12 02:18:03,16.6,22.9,15,15
2026-01-12 02:19:03,16.6,22.9,15,15
2026-01-12 02:20:02,16.6,22.7,15,15
2026-01-12 02:21:03,16.6,22.6,15,15
2026-01-12 02:22:03,16.6,22.5,15,15
2026-01-12 02:23:03,16.5,22.4,15,15
2026-01-12 02:24:03,16.5,22.3,15,15
2026-01-12 02:25:02,16.5,22.2,15,15
2026-01-12 02:26:03,16.4,22.1,15,15
2026-01-12 02:27:03,16.4,22.0,15,15
2026-01-12 02:28:03,16.4,21.9,15,15
2026-01-12 02:29:03,16.4,21.8,15,15
2026-01-12 02:30:02,16.4,21.7,15,15
2026-01-12 02:31:03,16.4,21.6,15,15
2026-01-12 02:32:03,16.4,21.6,15,15
2026-01-12 02:33:03,16.4,21.4,15,15
2026-01-12 02:34:03,16.4,21.4,15,15
2026-01-12 02:35:02,16.3,21.4,15,15
2026-01-12 02:36:03,16.2,21.3,15,15
2026-01-12 02:37:03,16.3,21.2,15,15
2026-01-12 02:38:03,16.3,21.1,15,15
2026-01-12 02:39:02,16.2,20.9,15,15
2026-01-12 02:40:02,16.3,20.9,15,15
2026-01-12 02:41:03,16.2,20.8,15,15
2026-01-12 02:42:03,16.2,20.8,15,15
2026-01-12 02:43:03,20.4,20.7,40,15
2026-01-12 02:44:02,22.5,20.5,40,15
2026-01-12 02:45:03,24.8,20.4,40,15
2026-01-12 02:46:03,27.2,20.3,40,15
2026-01-12 02:47:03,28.6,20.2,40,15
2026-01-12 02:48:03,29.1,20.2,40,15
2026-01-12 02:49:02,29.5,20.1,40,15
2026-01-12 02:50:03,29.8,20.0,40,15
2026-01-12 02:51:03,29.9,20.0,40,15
2026-01-12 02:52:03,30.1,19.9,40,15
2026-01-12 02:53:03,30.2,19.9,40,15
2026-01-12 02:54:02,30.3,19.8,40,15
2026-01-12 02:55:03,30.4,19.8,40,15
2026-01-12 02:56:03,30.2,19.7,40,15
2026-01-12 02:57:03,30.2,19.6,40,15
2026-01-12 02:58:03,30.1,19.6,40,15
2026-01-12 02:59:02,30.1,19.4,40,15
2026-01-12 03:00:02,30.2,19.4,40,15
2026-01-12 03:01:03,30.2,19.4,40,15
2026-01-12 03:02:03,30.2,19.2,40,15
2026-01-12 03:03:03,30.4,19.2,40,15
2026-01-12 03:04:02,30.3,19.2,40,15
2026-01-12 03:05:02,30.4,19.1,40,15
2026-01-12 03:06:03,30.4,19.0,40,15
2026-01-12 03:07:03,30.5,18.9,40,15
2026-01-12 03:08:03,30.5,18.9,40,15
2026-01-12 03:09:02,30.4,18.9,15,15
2026-01-12 03:10:02,30.2,18.9,15,15
2026-01-12 03:11:03,29.9,18.8,15,15
2026-01-12 03:12:03,29.6,18.8,15,15
2026-01-12 03:13:03,29.2,18.8,15,15
2026-01-12 03:14:02,29.0,18.7,15,15
2026-01-12 03:15:03,28.8,18.6,15,15
2026-01-12 03:16:03,28.5,18.6,15,15
2026-01-12 03:17:03,28.2,18.5,15,15
2026-01-12 03:18:03,27.9,18.4,15,15
2026-01-12 03:19:03,27.7,18.4,15,15
2026-01-12 03:20:02,27.4,18.4,15,15
2026-01-12 03:21:03,27.2,18.3,15,15
2026-01-12 03:22:03,27.1,18.2,15,15
2026-01-12 03:23:03,26.8,18.2,15,15
2026-01-12 03:24:03,26.6,18.2,15,15
2026-01-12 03:25:02,26.3,18.1,15,15
2026-01-12 03:26:03,26.1,18.0,15,15
2026-01-12 03:27:03,25.9,18.0,15,15
2026-01-12 03:28:03,25.8,18.0,15,15
2026-01-12 03:29:02,25.5,19.6,15,40
2026-01-12 03:30:02,25.3,25.8,15,40
2026-01-12 03:31:03,25.1,28.4,15,40
2026-01-12 03:32:03,24.9,29.9,15,40
2026-01-12 03:33:03,24.8,30.5,15,40
2026-01-12 03:34:03,24.6,31.1,15,40
2026-01-12 03:35:02,24.5,31.7,15,40
2026-01-12 03:36:03,24.2,32.3,15,40
2026-01-12 03:37:03,24.1,33.1,15,40
2026-01-12 03:38:03,23.9,33.5,15,40
2026-01-12 03:39:03,23.8,31.1,15,40
2026-01-12 03:40:02,23.8,29.0,15,40
2026-01-12 03:41:03,23.6,28.1,15,40
2026-01-12 03:42:03,23.4,27.6,15,40
2026-01-12 03:43:03,23.2,27.4,15,40
2026-01-12 03:44:03,23.1,31.2,15,40
2026-01-12 03:45:02,23.0,31.2,15,40
2026-01-12 03:46:03,22.9,29.1,15,40
2026-01-12 03:47:03,22.8,27.9,15,40
2026-01-12 03:48:03,22.6,27.2,15,40
2026-01-12 03:49:03,22.5,26.6,15,40
2026-01-12 03:50:02,22.4,29.1,15,40
2026-01-12 03:51:03,22.2,32.0,15,40
2026-01-12 03:52:03,22.1,33.1,15,40
2026-01-12 03:53:03,22.1,30.8,15,40
2026-01-12 03:54:03,21.9,28.7,15,40
2026-01-12 03:55:02,21.8,27.5,15,40
2026-01-12 03:56:03,21.7,26.9,15,40
2026-01-12 03:57:03,21.6,26.6,15,40
2026-01-12 03:58:03,21.6,30.2,15,40
2026-01-12 03:59:02,21.4,32.1,15,40
2026-01-12 04:00:03,21.3,30.0,15,40
2026-01-12 04:01:03,21.2,28.2,15,40
2026-01-12 04:02:03,21.1,27.4,15,40
2026-01-12 04:03:03,21.0,26.8,15,40
2026-01-12 04:04:02,20.9,26.6,15,40
2026-01-12 04:05:02,20.9,30.6,15,40
2026-01-12 04:06:03,20.8,32.9,15,40
2026-01-12 04:07:03,20.7,32.1,15,40
2026-01-12 04:08:03,20.6,29.6,15,40
2026-01-12 04:09:02,20.6,28.1,15,40
2026-01-12 04:10:03,20.4,27.2,15,40
2026-01-12 04:11:03,20.4,26.8,15,40
2026-01-12 04:12:03,20.2,28.8,15,40
2026-01-12 04:13:03,20.2,32.1,15,40
2026-01-12 04:14:02,20.1,30.9,15,40
2026-01-12 04:15:03,20.1,28.9,15,40
2026-01-12 04:16:03,20.0,27.8,15,40
2026-01-12 04:17:03,19.9,27.1,15,40
2026-01-12 04:18:03,19.9,26.6,15,40
2026-01-12 04:19:02,19.8,29.8,15,40
2026-01-12 04:20:03,19.8,32.4,15,40
2026-01-12 04:21:03,19.7,31.1,15,40
2026-01-12 04:22:03,19.6,28.9,15,40
2026-01-12 04:23:03,19.6,27.8,15,40
2026-01-12 04:24:02,19.4,27.1,15,40
2026-01-12 04:25:03,19.4,26.6,15,40
2026-01-12 04:26:03,19.4,29.9,15,40
2026-01-12 04:27:03,19.2,32.1,15,40
2026-01-12 04:28:03,19.2,30.3,15,40
2026-01-12 04:29:02,19.1,28.6,15,40
2026-01-12 04:30:03,19.1,27.6,15,40
2026-01-12 04:31:03,19.1,27.0,15,40
2026-01-12 04:32:03,19.0,26.6,15,40
2026-01-12 04:33:02,19.0,30.6,15,40
2026-01-12 04:34:03,18.9,32.2,15,40
2026-01-12 04:35:03,18.9,30.1,15,40
2026-01-12 04:36:03,18.9,28.3,15,40
2026-01-12 04:37:03,18.8,27.4,15,40
2026-01-12 04:38:02,18.8,26.9,15,40
2026-01-12 04:39:03,18.7,27.2,15,40
2026-01-12 04:40:03,18.6,31.2,15,40
2026-01-12 04:41:03,18.6,31.9,15,40
2026-01-12 04:42:03,18.6,29.7,15,40
2026-01-12 04:43:02,18.5,28.1,15,40
2026-01-12 04:44:03,18.4,27.4,15,40
2026-01-12 04:45:03,18.4,26.8,15,40
2026-01-12 04:46:03,18.4,27.9,15,40
2026-01-12 04:47:03,18.4,31.7,15,40
2026-01-12 04:48:02,18.2,31.4,15,40
2026-01-12 04:49:03,18.2,29.3,15,40
